Polarity,Subjectivity,Positive,Neutral,Negative,Rating
0.26682615629984047,0.5774322169059012,13,3,3,4
0.04583333333333334,0.5652777777777778,5,6,1,1
0.25651515151515153,0.5039393939393939,9,5,1,5
0.16889880952380956,0.5420329670329671,16,5,7,3
0.3018518518518518,0.6098765432098765,5,3,1,4
0.234453781512605,0.5950980392156863,10,0,7,3
0.22592592592592592,0.6222222222222222,7,0,2,3
0.084375,0.6156249999999999,9,2,5,2
0.20679347826086955,0.5565217391304348,15,3,5,3
0.20463636363636364,0.5411212121212121,7,2,1,1
0.5857142857142856,0.7178571428571429,7,0,0,5
0.2024401913875598,0.41345560871876663,12,5,2,2
0.1991666666666667,0.7204166666666667,12,2,6,3
0.4035714285714286,0.7785714285714286,6,0,1,4
0.6950000000000001,0.74,5,0,0,5
0.343452380952381,0.6392857142857143,6,0,0,4
0.2525974025974026,0.5306818181818181,10,3,1,4
-0.04479166666666666,0.4770833333333333,5,8,3,1
0.6518518518518519,0.7583333333333333,9,0,0,5
0.2757897050865801,0.611228354978355,20,5,7,3
0.24066558441558442,0.5291531385281385,9,5,2,3
-0.09803921568627448,0.7150326797385622,7,2,8,2
0.3527935606060606,0.6221590909090909,11,4,1,4
-0.17305194805194807,0.5020562770562771,4,3,7,1
0.07500000000000004,0.5461111111111112,7,0,3,1
0.48000000000000004,0.62,13,1,1,5
-0.35,0.6000000000000001,0,0,1,1
0.35567765567765564,0.6170329670329671,11,1,1,3
-0.1125,0.375,1,1,2,1
0.675,0.8125,4,0,0,5
0.29583333333333334,0.565625,6,1,1,5
0.32878787878787874,0.6045454545454546,7,2,2,4
0.35629117259552046,0.5285102578580839,20,1,2,4
0.5638888888888888,0.7583333333333333,9,0,0,5
0.3701923076923077,0.7128205128205128,11,0,2,4
0.45499999999999996,0.59,4,1,0,5
0.27708333333333335,0.7000000000000001,6,1,1,5
0.6226190476190476,0.5976190476190476,6,0,0,4
0.1077089577089577,0.5671189921189923,21,6,12,4
0.2916666666666667,0.68,7,1,2,3
0.2533333333333333,0.5316666666666666,5,2,3,4
-0.09566017316017315,0.5275474525474524,7,4,9,2
0.14806878306878307,0.5253439153439153,5,1,3,5
0.45,0.7527777777777779,9,1,2,5
0.7,0.78,5,0,0,5
0.31707393483709273,0.6451127819548873,15,2,2,5
0.40520833333333334,0.6375000000000001,7,0,1,4
0.30625,0.5423611111111111,5,2,1,4
0.1,0.5096153846153846,4,2,2,2
0.11249999999999999,0.7187500000000001,4,1,3,4
0.4872727272727272,0.6009090909090908,4,1,0,5
0.49166666666666664,0.6583333333333333,5,0,1,5
0.2616541353383458,0.670279866332498,14,0,5,5
0.32305194805194803,0.614935064935065,5,0,2,4
0.34520299520299513,0.5581783081783083,26,8,3,5
0.2713888888888889,0.6555555555555556,9,3,3,5
0.2284798534798535,0.578021978021978,8,1,4,4
0.4135281385281385,0.5702922077922078,10,3,1,5
0.47982093663911846,0.562534435261708,10,1,0,5
0.3279029304029304,0.504065934065934,8,0,2,5
0.22335930735930734,0.5876580086580087,18,3,4,5
0.26593406593406593,0.6065934065934067,8,0,5,5
0.20527777777777778,0.5888888888888889,8,3,4,4
0.5503968253968254,0.6809523809523809,11,1,0,5
0.31190476190476196,0.6446428571428572,11,2,1,5
0.47820616883116884,0.6126217532467533,7,0,1,5
0.3071428571428571,0.6714285714285715,6,0,1,5
0.3927777777777778,0.6577777777777777,11,2,2,5
0.2772727272727273,0.5332251082251083,15,3,4,4
0.3530758714969241,0.5668318523581682,15,2,2,5
0.20737135970090517,0.5874842581660761,26,9,9,5
0.2813888888888889,0.657962962962963,14,5,8,5
0.16972222222222222,0.7111111111111109,10,0,5,3
0.21805555555555559,0.5810185185185186,8,2,2,4
0.4698979591836735,0.664795918367347,6,0,1,5
0.12666666666666668,0.5366666666666666,6,3,1,2
0.2988935574229692,0.5649719887955181,21,5,8,4
-0.022997835497835493,0.49972943722943725,5,3,6,1
0.07193877551020408,0.5766581632653061,14,3,11,3
0.48792517006802727,0.7948979591836735,13,0,1,5
0.13229166666666667,0.5589285714285716,14,9,5,3
0.43124999999999997,0.625,4,0,0,5
0.2490873015873016,0.7697619047619048,12,0,3,4
0.31758658008658014,0.5298701298701298,7,0,4,4
0.19611111111111112,0.6344444444444445,5,0,1,4
0.17604166666666665,0.6708333333333334,4,1,3,5
0.16972222222222222,0.43166666666666664,7,6,2,4
0.30000000000000004,0.5625,2,2,0,4
0.26,0.4600000000000001,3,1,1,5
0.3182291666666666,0.6470238095238096,9,1,2,4
0.15714285714285717,0.47857142857142854,3,1,3,3
0.1361111111111111,0.7111111111111111,3,1,2,3
0.12857142857142856,0.4964285714285714,7,1,6,3
0.23484848484848483,0.38787878787878793,5,4,2,4
0.21519047619047615,0.6174285714285717,16,4,5,4
0.33033459595959597,0.6772727272727272,18,1,5,4
-0.037373737373737406,0.5761363636363637,8,2,8,2
0.23056628056628065,0.5577541827541826,24,5,8,5
0.4538888888888888,0.6211111111111111,11,1,3,5
0.534375,0.771875,7,0,1,5
0.1867142857142857,0.46249206349206345,22,6,7,5
0.4261904761904761,0.6321428571428571,11,0,3,5
0.027450980392156883,0.43954248366013077,7,5,5,3
0.0032828282828282853,0.47020202020202023,3,0,3,1
0.05483630952380952,0.3449404761904762,5,7,4,4
0.16507936507936508,0.49960317460317466,7,1,4,4
0.2623511904761905,0.4933035714285714,12,1,3,4
0.15714285714285714,0.5178130511463844,4,4,1,1
0.6249999999999999,0.7816666666666668,10,0,0,5
0.5111111111111111,0.725,5,1,0,5
0.2479166666666667,0.49833333333333335,12,6,2,5
0.262962962962963,0.4268518518518518,13,8,6,5
0.35219298245614034,0.6657894736842106,15,3,1,5
0.34661654135338343,0.6479323308270677,14,0,5,4
0.5222222222222223,0.8333333333333334,3,0,0,4
0.06833333333333333,0.3966666666666666,5,4,6,2
0.6607142857142857,0.7714285714285715,7,0,0,5
0.17708333333333334,0.5863095238095238,8,2,4,3
0.5428571428571429,0.8714285714285713,6,1,0,4
0.513235294117647,0.6588235294117647,15,1,1,5
0.5191208791208791,0.7253846153846152,13,0,0,5
0.2916666666666667,0.542948717948718,10,0,3,5
0.1809873949579832,0.6130368814192344,11,2,4,5
0.4099999999999999,0.6455555555555555,12,1,2,4
0.4074074074074074,0.5333333333333332,8,1,0,5
0.26196911196911193,0.5673316173316175,24,7,6,5
0.24444444444444444,0.5097222222222222,6,5,1,5
0.3392857142857143,0.5011904761904762,10,2,2,5
0.4986111111111111,0.6611111111111111,11,1,0,5
0.30238095238095236,0.5297619047619048,10,2,2,5
0.4634615384615385,0.5557692307692308,10,3,0,5
0.6285714285714286,0.8452380952380952,3,0,0,5
0.31111111111111106,0.5588888888888889,11,2,2,5
0.23798701298701294,0.5643939393939394,16,1,5,4
0.3,0.6189153439153439,14,5,2,5
0.4835416666666667,0.62375,7,1,0,5
0.5475,0.7588888888888888,10,0,0,4
0.36823593073593075,0.5608225108225109,7,2,2,4
0.24526515151515146,0.4845855533355534,27,10,7,4
0.21874999999999997,0.6406250000000001,16,2,6,3
0.26666666666666666,0.2833333333333333,1,2,0,2
-0.05952380952380953,0.47341269841269834,2,2,2,3
0.4961904761904762,0.48571428571428577,4,1,0,5
0.5125,0.8416666666666668,8,0,0,5
0.04999999999999998,0.4574074074074075,4,2,3,1
0.4861111111111111,0.8404320987654321,8,0,1,5
0.16875,0.41875,5,2,1,1
0.4680555555555556,0.6305555555555555,5,1,0,5
-0.0875,0.0625,0,2,2,1
0.07410714285714286,0.35396825396825393,6,6,6,1
0.11416202844774274,0.4825525664811379,6,4,4,5
-0.29791666666666666,0.6583333333333333,2,1,5,1
-0.056488095238095226,0.5029761904761905,8,2,10,2
0.02312687312687313,0.5373459873459873,9,3,10,2
-0.02924242424242424,0.6225252525252525,6,4,5,1
0.2786836620169954,0.5712441879108545,20,3,4,4
-0.00571428571428568,0.4795238095238095,3,1,3,2
0.11995149911816577,0.4958553791887124,14,6,7,4
0.45179063360881544,0.6019283746556473,9,2,0,3
0.1494318181818182,0.39463383838383836,13,6,5,2
0.48657407407407405,0.6481481481481481,6,1,2,4
-0.052122089622089654,0.5853866853866851,16,8,13,1
0.07083333333333337,0.4979166666666667,4,1,3,2
0.2344235033259424,0.4228750923872875,23,10,8,4
0.1676862611073137,0.4775318979266348,22,8,8,5
0.17210893273393274,0.5045221445221445,12,6,2,4
0.1978422619047619,0.5446428571428571,16,7,9,3
0.38846153846153847,0.7,9,1,3,5
0.18331529581529582,0.5411559794372295,29,8,11,2
0.1720496894409938,0.4618012422360248,10,8,5,5
-0.15946969696969696,0.5128787878787879,3,4,5,1
0.07558593749999999,0.4270833333333333,11,13,8,4
0.07901287309182047,0.482820688083846,10,4,5,1
0.23962121212121215,0.6231818181818183,14,4,2,4
0.2705128205128205,0.466025641025641,6,5,2,3
0.29313636363636364,0.5984882154882155,21,5,4,5
0.21333333333333335,0.5260606060606061,13,6,3,5
0.36274509803921573,0.5960784313725489,13,2,2,4
0.2748462064251538,0.5468557758031443,13,4,2,5
0.1111111111111111,0.45370370370370366,6,2,1,2
0.40512820512820513,0.6012820512820513,9,4,0,5
0.29412801484230056,0.547569573283859,9,2,3,4
0.4396464646464647,0.6736363636363637,12,3,0,3
0.20092592592592592,0.5324074074074073,6,0,3,3
0.18702978056426336,0.4786050156739811,14,11,4,4
0.2576839826839827,0.4869889369889371,16,0,5,4
0.3829931972789116,0.539795918367347,6,0,1,4
0.41590909090909095,0.5424242424242425,9,0,2,4
-0.06811224489795915,0.5954081632653061,5,0,9,1
-0.33123278236914594,0.731404958677686,4,0,7,1
0.22777777777777775,0.5096560846560847,9,6,3,4
0.4077380952380953,0.7166666666666667,6,0,1,5
0.42555844155844164,0.6343694083694084,14,1,0,5
0.390108676046176,0.6115891053391054,19,4,1,5
0.22755102040816327,0.5766581632653062,9,1,4,4
0.2685389610389611,0.5461005661005662,19,4,3,5
0.3510235003092146,0.5805545248402391,25,6,4,4
0.3492316017316017,0.6616450216450216,8,1,1,4
0.39691919191919195,0.6432954545454544,9,3,0,5
0.23053127428127432,0.46607420357420365,50,17,11,5
0.15328116328116329,0.508981573981574,23,8,8,4
0.3295530939648587,0.4694580256344963,25,8,1,5
0.3128205128205128,0.6269230769230769,8,3,2,4
0.31709183673469393,0.555017006802721,11,1,2,5
0.4357142857142858,0.8285714285714286,6,1,0,5
0.5619047619047619,0.7585714285714286,8,0,2,4
0.5142857142857143,0.6781746031746031,5,1,0,4
0.3742424242424242,0.55,8,3,0,4
0.4567176870748299,0.6085034013605444,13,0,1,5
0.21541666666666667,0.6074999999999999,6,2,2,4
0.47619047619047616,0.7114335317460316,13,2,1,5
0.19539243365330322,0.5405006587615283,45,12,12,4
0.2605555555555556,0.6255555555555555,10,0,2,3
0.15723878394332938,0.6191869998688181,28,5,11,3
0.37500000000000006,0.6541666666666667,6,1,1,5
0.09166666666666667,0.4314814814814814,2,3,1,1
0.10742424242424242,0.4897474747474747,8,2,5,2
0.4333333333333333,0.6326923076923077,11,0,2,4
0.15833333333333335,0.6416666666666666,3,0,1,4
0.3855555555555555,0.7344444444444445,13,1,1,4
-0.005952380952380931,0.26279761904761906,2,5,1,1
-0.0023809523809523725,0.530952380952381,2,2,2,1
0.10924185463659147,0.5673558897243108,10,3,6,2
0.30624999999999997,0.6451388888888888,9,1,2,5
0.5952380952380952,0.6142857142857142,7,0,0,4
0.12956709956709955,0.5661760461760463,9,2,4,4
0.16541073174137694,0.5550685425685425,36,14,12,2
0.3951190476190477,0.6733333333333333,12,2,2,4
0.3357473544973545,0.5166666666666666,12,5,1,5
0.38015873015873014,0.7029100529100528,5,0,1,4
0.18996913580246913,0.49567901234567907,12,10,5,5
0.6571428571428573,0.7357142857142858,7,0,0,5
0.2515625,0.5020833333333334,5,1,2,3
0.25730820105820107,0.5763888888888888,28,2,6,4
0.27683982683982683,0.5906926406926407,6,2,3,4
0.2449849257884972,0.5076878478664193,16,10,2,5
0.3149267399267399,0.5021062271062271,7,5,1,4
0.31736111111111115,0.5347222222222222,7,2,3,4
0.026307026307026308,0.4977938727938728,12,4,10,3
0.2214756258234519,0.5059288537549407,18,1,4,5
0.12117604617604616,0.5371212121212122,11,3,7,4
0.10128023244871075,0.5110850743459437,44,20,28,2
0.19305555555555556,0.6,8,1,3,2
-0.22499999999999998,0.5772727272727273,2,2,7,1
0.5050000000000001,0.72,7,2,1,5
0.4800000000000001,0.75,5,0,0,4
0.3186507936507937,0.7809523809523808,10,0,2,2
0.3567019400352734,0.6134038800705468,21,4,2,4
0.44559523809523804,0.6428571428571429,9,1,0,5
0.46538461538461545,0.5615384615384615,10,1,2,4
0.265625,0.54375,4,4,0,3
0.027777777777777773,0.27777777777777773,1,1,1,3
0.35000000000000003,0.6249999999999999,4,3,1,5
0.1330717893217893,0.43950517075517076,10,1,7,3
0.11402116402116406,0.6084656084656084,9,3,6,3
0.2572704315886134,0.5642516069788797,21,8,4,5
-0.085,0.7049999999999998,4,1,5,3
0.4354572510822511,0.5880073051948053,11,5,0,5
0.2893198906356802,0.5179084073820915,11,6,2,5
0.3738845598845598,0.6245569985569985,13,0,2,5
0.26880570409982174,0.5086007130124778,10,4,3,5
0.33125000000000004,0.5177083333333334,10,5,1,4
0.26517857142857143,0.6214285714285714,7,0,1,3
0.3993181818181818,0.6252272727272727,15,2,3,5
0.5416666666666666,0.925,3,0,1,5
0.7595238095238095,0.8285714285714286,7,0,0,5
0.0005445075757575593,0.5362148268398269,12,6,14,3
0.26303571428571426,0.5371428571428571,12,7,1,5
0.22599206349206355,0.48253968253968244,14,1,6,5
0.3722388722388722,0.6687978687978688,31,4,4,5
0.14761904761904762,0.7642857142857142,4,0,2,5
0.33854978354978355,0.616969696969697,18,2,2,5
0.4714285714285714,0.7795918367346938,7,0,0,5
0.23634259259259258,0.5893518518518518,12,1,5,5
-0.06921768707482992,0.6142857142857142,21,5,23,2
0.5,0.6642857142857144,6,0,1,5
0.37711985930735925,0.7160146103896105,15,0,1,5
-0.11404761904761905,0.5342857142857143,3,0,4,4
0.6375,0.8354166666666667,8,0,0,5
0.3392857142857143,0.5384920634920636,11,2,1,5
0.49256628787878787,0.6984848484848485,14,1,1,5
0.3150443722943722,0.5587272727272727,28,9,3,5
0.2888095238095238,0.5680952380952381,8,6,1,5
0.21437847866419293,0.5031436817151103,5,2,0,5
0.34285308441558443,0.6325459956709957,14,1,1,4
0.35000000000000003,0.5166666666666666,2,0,1,5
0.34233682983682984,0.4844988344988346,16,8,2,5
0.6916666666666667,0.7375,4,0,0,5
0.2516663891663891,0.5304834054834054,24,7,8,5
0.42312687312687314,0.516008991008991,10,1,2,4
0.25163809523809527,0.5687428571428571,18,4,3,5
0.4267857142857143,0.6517857142857143,10,0,2,5
0.28977272727272724,0.655909090909091,4,0,1,5
0.29166666666666663,0.44895833333333324,11,4,1,5
0.34238095238095234,0.631938775510204,10,3,1,5
0.24985632183908044,0.49633068081343956,15,9,5,4
0.496969696969697,0.8136363636363636,9,2,0,4
0.3235615079365079,0.5814484126984126,16,2,6,5
0.251224652540442,0.6178457507404878,27,5,6,3
0.25524475524475526,0.681264568764569,16,5,5,5
0.323987678987679,0.7087074037074037,11,1,1,5
0.2745920745920746,0.6375291375291376,9,0,4,4
0.4392908678622965,0.6870542156256443,21,0,0,5
0.33197278911564626,0.5006802721088436,5,0,2,3
0.26428571428571435,0.7000000000000001,4,0,3,5
-0.0771043771043771,0.5602693602693603,4,1,4,1
-0.02291666666666667,0.6166666666666666,1,1,4,4
0.3602035984848485,0.5316682449494948,12,2,2,5
0.4078914141414141,0.6482954545454546,10,1,1,5
0.4791666666666667,0.7166666666666667,11,1,0,5
0.16414141414141417,0.5684343434343434,7,3,2,5
0.2319047619047619,0.6121428571428571,9,3,3,4
0.42000000000000004,0.49333333333333335,7,2,1,5
-0.016666666666666677,0.4909722222222222,5,3,8,1
0.3655105678635091,0.6070893812070282,14,3,0,5
0.039898989898989906,0.5710317460317461,10,18,8,1
0.17037037037037037,0.525925925925926,8,6,4,3
-0.3772727272727272,0.7242424242424242,3,0,8,1
0.05925925925925925,0.5837962962962963,5,0,4,5
0.029782196969696972,0.4994633838383838,11,5,8,2
0.2374761904761905,0.5057777777777777,19,7,4,4
-0.15714285714285708,0.3952380952380952,1,2,4,1
-0.008022774327122171,0.4983954451345756,8,7,8,2
0.07136752136752138,0.5061965811965811,17,10,12,1
0.2596491228070175,0.5114035087719299,12,2,5,4
-0.11363636363636365,0.5878787878787878,4,4,4,1
0.18278218694885362,0.5041446208112875,15,3,9,3
-0.51,0.8799999999999999,2,0,8,1
0.18409090909090908,0.5886363636363636,3,0,1,1
0.09362244897959181,0.576530612244898,7,0,7,2
0.23974358974358978,0.5987179487179487,9,2,2,3
-0.0019480519480519437,0.6194805194805194,5,1,5,1
0.25,0.6305555555555555,5,0,2,2
0.48958333333333337,0.6666666666666666,4,0,0,3
-0.553125,0.80625,1,0,7,1
-0.17250000000000001,0.645,4,1,5,1
-0.005555555555555536,0.4666666666666667,4,3,2,2
0.3165719696969697,0.787878787878788,7,3,2,5
-0.125,0.8125,2,0,2,1
0.10625,0.399198717948718,4,3,1,3
0.07258030990173844,0.46236079617032,55,32,39,1
0.2437925170068027,0.440702947845805,15,4,2,3
0.00450487012987013,0.6072037337662338,7,4,5,2
0.2814583333333333,0.6529166666666667,7,0,1,3
0.6192307692307693,0.8282051282051281,12,0,1,5
0.2002004662004662,0.6053251193251192,41,10,14,3
0.3121527777777778,0.5761574074074074,17,6,1,5
0.20938057040998218,0.6089349376114083,20,7,7,5
0.1711154168412233,0.6194707443094538,21,2,8,4
0.3062831168831169,0.597543722943723,18,6,1,5
0.4145,0.648,15,4,6,5
0.5177083333333333,0.525,20,2,2,5
0.46364087301587303,0.5785714285714286,19,3,2,5
0.42148760330578516,0.6352617079889806,8,2,1,5
0.5642857142857143,0.7428571428571428,7,0,0,5
0.27511904761904765,0.594457671957672,11,5,2,5
0.5197916666666667,0.71875,7,1,0,5
0.5333333333333333,0.7999999999999999,3,0,0,5
0.2931746031746032,0.6294444444444445,7,1,1,5
0.38499999999999995,0.6866666666666668,7,2,1,4
0.2284090909090909,0.5657407407407408,11,6,1,4
0.21977713644380312,0.49378306878306877,18,5,4,5
0.08614117364117364,0.5560966810966811,14,3,10,2
0.04708179680401904,0.5042661179698218,39,14,28,5
0.26156462585034007,0.7265306122448979,9,1,4,5
0.2900724637681159,0.5756366459627329,33,5,8,5
0.4005291005291006,0.6082010582010582,21,3,3,4
0.08437499999999999,0.5541666666666667,4,0,4,4
0.31018518518518523,0.708179012345679,12,2,4,5
0.36436781609195407,0.5866379310344827,40,13,5,4
0.24466604823747679,0.5589569160997733,17,5,6,4
0.5528571428571428,0.6842857142857142,5,0,0,5
0.150487012987013,0.6508658008658009,13,2,7,3
0.1970377241805814,0.6159982477839622,24,4,14,5
0.2991309523809524,0.5197380952380952,15,2,3,3
0.3765601503759399,0.5479699248120301,15,1,3,5
0.2888888888888889,0.40277777777777785,4,0,2,5
-0.07351190476190474,0.6029761904761904,7,2,5,2
0.17121212121212126,0.5560606060606061,5,3,3,5
0.35372670807453416,0.5569875776397515,17,3,3,4
0.07666666666666667,0.54,9,3,4,3
0.4024242424242424,0.5937878787878788,9,1,1,5
0.2047530864197531,0.532283950617284,13,6,8,5
0.3173689273689274,0.6633197049863717,32,3,10,5
0.13690476190476195,0.5204761904761905,18,8,9,4
0.4239583333333334,0.6291666666666668,10,1,1,5
0.36853896103896105,0.5891774891774891,11,0,4,5
0.35367424242424245,0.5854220779220779,17,2,3,4
0.11083333333333334,0.51,6,4,5,5
0.48999999999999994,0.825,7,2,1,5
0.3128205128205128,0.5692307692307691,12,0,1,4
0.10102495543672008,0.5629233511586453,21,4,9,2
0.8,0.75,1,0,0,5
0.18444357366771158,0.5538923719958203,15,7,7,5
0.1866583038173947,0.5336265249901614,14,5,3,4
0.27325396825396825,0.5307936507936508,10,1,4,5
0.32866666666666666,0.638,16,5,4,5
0.16874999999999998,0.5437500000000001,5,0,3,3
0.15444214876033058,0.5340909090909091,14,4,4,5
0.26469696969696965,0.49000000000000005,13,5,4,4
0.1206060606060606,0.5559090909090909,6,1,3,5
0.05000000000000003,0.7095238095238096,3,0,4,5
0.76,0.71,4,1,0,5
-0.013095238095238092,0.5238095238095238,3,1,3,2
-0.05000000000000002,0.525,2,0,2,1
-0.052020202020202015,0.43333333333333335,2,2,5,2
0.45111111111111113,0.67,12,2,1,5
0.22646103896103897,0.49491341991341997,12,7,3,4
0.3044791230275101,0.5636119257086999,23,6,2,5
-0.015384615384615373,0.5692307692307693,7,1,5,2
0.24375000000000002,0.6817708333333334,21,2,9,3
0.24951298701298705,0.49511044511044505,25,8,6,3
0.09831932773109242,0.46270424836601304,33,12,23,2
0.1420399515738499,0.5775625504439064,34,6,19,2
0.4541666666666666,0.6645833333333334,8,2,2,5
0.2161290322580645,0.5774193548387097,20,7,4,5
0.28660714285714295,0.4683673469387756,10,2,2,5
-0.3589314194577352,0.7827485380116959,5,3,11,1
0.267979797979798,0.6697474747474748,9,2,4,5
0.39886363636363636,0.5772727272727273,17,1,4,5
0.3061111111111111,0.5610185185185186,13,4,1,5
0.23407738095238095,0.49836309523809524,5,1,2,5
0.4560224089635855,0.6109243697478991,15,1,1,5
0.21250000000000002,0.4875000000000001,9,5,2,5
0.5549999999999999,0.75,5,0,0,5
0.6125,0.9125,4,0,0,5
0.39293924466338265,0.5539819376026273,21,7,1,5
0.1345880681818182,0.43870250120250126,22,15,11,2
0.4775641025641026,0.710897435897436,11,0,2,5
-0.018750000000000013,0.3902777777777778,5,4,3,2
0.009898989898989905,0.5656060606060607,16,4,13,2
0.574234693877551,0.7698979591836734,13,1,0,5
0.33611111111111114,0.5,7,2,0,5
0.6071969696969697,0.6727272727272727,10,0,1,5
0.48571428571428577,0.5404761904761906,5,2,0,5
0.1902116402116402,0.5174603174603174,17,11,8,4
0.27083333333333337,0.5333333333333333,8,1,3,5
0.3349404761904763,0.6510714285714286,10,0,4,5
0.3141774891774892,0.5701298701298702,8,3,0,5
0.10087877808466043,0.5968953595424182,46,11,28,3
0.28737244897959185,0.5704081632653061,8,2,4,5
-0.009722222222222207,0.6270833333333333,6,1,5,2
0.1604712227663047,0.5303568471601257,37,7,17,4
0.12871858465608466,0.5352714183964186,40,13,19,2
-0.01630009775171061,0.7084799608993155,14,1,16,2
0.21630434782608693,0.5532091097308489,15,2,6,2
0.17392947330447325,0.5147222222222222,35,10,15,3
0.4416666666666667,0.655,8,1,1,3
0.27659090909090905,0.6686363636363637,8,4,3,5
0.3606060606060606,0.6295454545454546,8,1,2,5
0.10609979101358409,0.5799111807732499,16,6,7,2
0.22873015873015876,0.6035714285714285,9,3,3,5
0.09295183982683984,0.5095238095238096,14,4,10,4
0.12828947368421054,0.5697368421052632,12,1,6,4
0.4293956043956045,0.6191697191697192,12,0,1,5
0.45,0.65,2,1,0,5
0.3597826086956521,0.6235507246376812,18,3,2,5
0.1933333333333333,0.5888888888888889,8,5,2,2
0.3105075187969925,0.6640852130325814,24,5,9,3
-0.09574829931972788,0.5366496598639455,2,6,6,2
0.21836158192090405,0.5348466505246166,33,14,12,5
0.02850877192982456,0.4473684210526316,9,1,9,1
0.20075757575757577,0.540829346092504,12,1,6,3
0.6224999999999999,0.665,6,0,0,5
0.24204260651629084,0.5852130325814536,13,1,5,5
0.55,0.8,5,2,0,5
0.17015755562267187,0.4495192791704421,25,8,10,4
0.15908289241622575,0.521766607877719,16,5,6,2
